date,station_name,degrees_from_mean,longitude,latitude,max_temp,min_temp,type
2013-06-04,ESKRIDGE,-7.64,-96.1058,38.8592,22.2,8.9,Weak Cold
2013-01-13,ABIQUIU DAM,-11.59,-106.4278,36.2403,-3.9,-19.4,Weak Cold
2013-01-24,AUSTIN-CAMP MABRY,11.27,-97.7603,30.3208,27.2,14.4,Weak Hot
2013-05-29,RALSTON,9.67,-96.7439,36.5044,27.8,23.3,Weak Hot
2013-09-04,KALISPELL GLACIER AP,10.9,-114.2636,48.3042,31.7,9.4,Weak Hot
2013-10-03,LAKE PARK,14.3,-95.3247,43.4483,30.0,8.9,Weak Hot
2013-07-28,CONCORDIA MUNI AP,-16.08,-97.6508,39.5514,16.7,15.0,Weak Cold
2013-09-01,KAMAS,8.59,-111.2822,40.6439,23.9,12.8,Weak Hot
2013-01-11,KEY WEST NAS,9.85,-81.6833,24.5833,28.3,23.3,Strong Hot
2013-05-03,MOBRIDGE 2NNW,-11.7,-100.4489,45.5656,12.8,-4.4,Weak Cold
2013-06-26,JUNEAU INTL AP,4.48,-134.5639,58.3567,18.3,12.2,Weak Hot
2013-12-07,GREAT FALLS 16ST,-49.62,-111.2781,47.4883,-26.1,-30.6,Strong Cold
2013-01-12,MONTICELLO 5 SE,8.86,-83.7833,30.4922,25.6,13.9,Weak Hot
2013-12-08,STAYTON,-28.69,-122.8142,44.7892,-3.3,-16.1,Strong Cold
2013-04-04,ALLEGANY SP,-24.57,-78.7497,42.1003,-1.1,-11.7,Strong Cold
2013-06-10,RUTH,20.36,-114.9911,39.2764,32.2,15.6,Strong Hot
2013-01-12,REDROCK 1 NNE,-20.64,-108.7281,32.7047,4.4,-14.4,Strong Cold
2013-01-14,CRESCENT CITY 3 NNW,-8.03,-124.2147,41.7958,8.9,-3.3,Weak Cold
2013-06-21,BEAVER CITY,7.85,-99.8278,40.1306,35.6,22.2,Weak Hot
2013-10-24,MOULTON 2,-9.58,-87.2989,34.4883,13.9,1.7,Weak Cold
2013-03-16,PLAINVILLE 4WNW,17.04,-99.3808,39.245,30.0,2.8,Weak Hot
2013-04-16,HOMER 1N,6.91,-93.0625,32.81,31.1,17.2,Weak Hot
2013-06-29,CEDAR LAKE,5.55,-121.7561,47.4144,26.7,13.3,Weak Hot
2013-07-16,CRANE,-13.8,-102.3578,31.4072,21.7,16.7,Weak Cold
2013-08-29,CLEARBROOK,6.89,-122.3292,48.9672,23.3,17.2,Weak Hot
2013-01-20,HORTON,13.94,-95.52,39.6678,16.7,-7.8,Weak Hot
2013-03-02,SUN RIVER 4 S,12.39,-111.7406,47.4775,17.8,6.1,Weak Hot
2013-01-14,BURNEY,-24.08,-121.6547,40.8803,-3.3,-21.1,Strong Cold
2013-09-09,DAVID CITY,9.23,-97.1328,41.2492,34.4,20.6,Weak Hot
2013-06-20,PRIEST RIVER EXP STN,-10.28,-116.8353,48.3511,12.8,8.3,Weak Cold
2013-10-24,CHARLOTTE AMALIE AP,2.31,-64.9667,18.3331,31.7,27.2,Weak Hot
2013-07-28,SPENCER 1 N,-10.53,-95.1467,43.1653,23.3,6.1,Weak Cold
2013-12-01,STOCKTON FIRE STA 4,9.53,-121.3178,37.9994,22.8,4.4,Weak Hot
2013-08-16,KEMMERER 2N,5.83,-110.5328,41.8172,32.2,5.0,Weak Hot
2013-08-06,CAIRO 3N,-8.71,-89.1856,37.0422,22.2,18.9,Weak Cold
2013-11-25,MOUND VALLEY 3 WSW,-15.45,-95.4508,37.1872,-0.6,-7.8,Weak Cold
2013-11-25,WASHINGTON REAGAN AP,-20.49,-77.0342,38.8483,3.3,-4.3,Strong Cold
2013-07-01,HEADWORKS PORTLAND WTR,5.1,-122.1547,45.4486,29.4,16.7,Weak Hot
2013-06-19,HOMER AP,5.07,-151.4908,59.6419,16.7,11.1,Weak Hot
2013-09-04,PATHFINDER DAM,19.15,-106.8528,42.4717,32.2,16.7,Strong Hot
2013-01-05,IBAPAH,-27.55,-113.9886,40.0378,-5.6,-27.2,Strong Cold
2013-08-09,NIXON,3.9,-97.7675,29.2283,39.4,23.3,Weak Hot
2013-11-18,POPLAR BLUFF,14.32,-90.4056,36.7578,28.9,7.2,Weak Hot
2013-11-28,HEMLOCK,-12.0,-77.6083,42.7742,-3.3,-8.9,Weak Cold
2013-01-30,TUMACACORI NM,-8.59,-111.0497,31.5678,9.4,-8.9,Weak Cold
2013-05-29,NEWARK WATER WKS,18.15,-82.4128,40.0875,31.1,18.9,Strong Hot
2013-10-29,COTULLA LA SALLE CO AP,7.67,-99.2183,28.4567,32.2,23.9,Weak Hot
2013-04-18,DICKSON,13.21,-87.3958,36.075,26.7,20.6,Weak Hot
2013-06-28,FORDYCE,6.18,-92.3989,33.8228,35.6,25.0,Weak Hot
2013-11-17,DALLAS LOVE FLD,11.1,-96.8556,32.8519,30.6,19.4,Weak Hot
2013-01-17,WAYNESBORO 2 S,29.92,-82.0061,33.0725,27.2,16.7,Strong Hot
2013-05-17,DEMOPOLIS L&D,-8.86,-87.88,32.5192,28.9,6.1,Weak Cold
2013-05-03,MC COOK,-10.62,-100.6203,40.2156,13.3,-2.2,Weak Cold
2013-04-05,GASTONIA,-12.49,-81.1433,35.2656,10.6,3.9,Weak Cold
2013-10-04,SALINA MUNI AP,12.49,-97.65,38.8,33.3,10.0,Weak Hot
2013-03-21,WHITEWATER,-13.33,-88.7247,42.8508,-6.7,-12.8,Weak Cold
2013-05-12,PALMDALE AP,7.47,-118.0836,34.6294,36.1,17.8,Weak Hot
2013-05-05,FREDERICKSBURG,-11.09,-98.9089,30.2392,28.3,5.6,Weak Cold
2013-07-02,IDABEL,-7.72,-94.8278,33.9336,30.0,13.3,Weak Cold
2013-08-14,ST PETERSBURG AP,2.88,-82.6261,27.7628,32.8,27.8,Weak Hot
2013-01-12,TOCCOA,12.49,-83.3319,34.5786,13.3,12.8,Weak Hot
2013-05-03,EAU CLAIRE RGNL AP,-19.16,-91.4878,44.8664,1.7,-0.5,Weak Cold
2013-08-18,FT PIERCE,3.92,-80.3508,27.4419,31.7,26.7,Weak Hot
2013-11-22,TOKETEE FALLS,-6.74,-122.4497,43.275,3.9,-5.6,Weak Cold
2013-11-29,LAPEER WWTP,-23.9,-83.3075,43.0608,-3.9,-12.2,Strong Cold
2013-06-02,LIMON WSMO,-10.2,-103.7158,39.1894,27.2,-1.0,Weak Cold
2013-10-30,TRACY CARBONA,-6.12,-121.3467,37.6819,18.9,3.3,Weak Cold
2013-08-15,JACKSON EXP STN,-7.1,-88.8456,35.6214,25.0,12.8,Weak Cold
2013-12-06,GASTONIA,13.79,-81.1433,35.2656,20.6,14.4,Weak Hot
2013-11-25,BELFAST,-12.3,-68.9892,44.4394,-3.9,-9.4,Weak Cold
2013-06-01,NASHUA 2 NNW,9.8,-71.4736,42.7914,35.0,18.9,Weak Hot
2013-10-05,HOUSTON HOBBY AP,6.51,-95.2819,29.6381,33.9,20.0,Weak Hot
2013-09-02,WINTERS,7.71,-121.9778,38.5253,34.4,21.7,Weak Hot
2013-09-03,DARRINGTON RS,6.84,-121.6036,48.26,27.8,15.0,Weak Hot
2013-01-29,GARNETT 1 E,37.79,-95.2178,38.28,23.3,13.3,Strong Hot
2013-05-06,DURHAM,-10.84,-78.9625,36.0425,15.0,8.3,Weak Cold
2013-07-24,HALFWAY,7.09,-117.1094,44.8772,38.9,12.2,Weak Hot
2013-05-13,BUSBY,12.98,-106.9597,45.5397,33.3,10.0,Weak Hot
2013-09-17,LAKE YELLOWSTONE,8.03,-110.3986,44.5619,20.0,7.2,Weak Hot
2013-04-03,STRATFORD,-19.77,-102.0753,36.3372,1.1,-2.2,Weak Cold
2013-01-30,FARMVILLE 2 N,14.65,-78.3864,37.3264,23.3,6.1,Weak Hot
2013-05-22,CANOE BROOK,9.01,-74.3539,40.7436,30.6,17.8,Weak Hot
2013-09-19,WHIDBEY ISLAND NAS,6.98,-122.6667,48.35,25.0,9.4,Weak Hot
2013-11-26,MASON,-17.15,-99.2306,30.7478,3.9,-1.1,Weak Cold
2013-12-10,CHINA LAKE NAF,-9.25,-117.6931,35.6875,8.3,-10.5,Weak Cold
2013-12-06,WALHALLA,15.14,-83.075,34.7544,20.0,15.0,Weak Hot
2013-06-07,PALMDALE AP,7.97,-118.0836,34.6294,40.6,18.9,Weak Hot
2013-10-26,SUMTER,-23.02,-80.3569,33.9364,13.3,-1.7,Strong Cold
2013-03-15,BICKLETON,6.42,-120.3006,45.9981,13.3,5.0,Weak Hot
2013-01-29,GRAHAM,35.9,-98.5669,33.1203,28.3,18.3,Strong Hot
2013-05-13,SIDNEY MUNI AP,12.15,-102.9847,41.1014,32.8,8.3,Weak Hot
2013-12-06,CHILDERSBURG WTR PL,10.16,-86.3431,33.285,25.6,2.8,Weak Hot
2013-01-10,SPEARFISH,14.83,-103.8722,44.5139,14.4,5.6,Weak Hot
2013-10-27,CELO 2 S,-10.71,-82.1769,35.8297,14.4,-6.7,Weak Cold
2013-11-29,ELKADER 6 SSW,-14.87,-91.4536,42.7753,-1.1,-18.3,Weak Cold
2013-09-26,CARSON CITY,-14.23,-119.7678,39.1253,12.2,2.2,Weak Cold
2013-11-10,MANLEY HOT SPRINGS,13.78,-150.638,64.9989,2.8,-3.9,Weak Hot
2013-09-07,RED LAKE FALLS,22.28,-96.2658,47.8881,32.2,18.3,Strong Hot
2013-07-20,WESTCHESTER CO AP,6.24,-73.7075,41.0669,32.2,24.4,Weak Hot
2013-09-11,SPICKARD 7 W,11.12,-93.7158,40.2472,36.7,20.6,Weak Hot
2013-09-12,BONNEVILLE DAM,17.63,-121.9519,45.6361,35.6,17.2,Strong Hot
2013-01-14,SAN GABRIEL FIRE DEPT,-15.03,-118.1,34.1061,12.8,-1.1,Strong Cold
2013-03-23,CLAYTON WTP,-9.79,-78.4633,35.6408,11.1,-6.1,Weak Cold
2013-01-26,LENOIR,-13.15,-81.5378,35.915,-3.3,-5.6,Weak Cold
2013-07-17,LAS VEGAS MUNI AP,-9.17,-105.1419,35.6542,19.4,9.4,Weak Cold
2013-12-24,ST JOSEPH ROSECRANS AP,-17.17,-94.9233,39.7736,-1.6,-23.2,Weak Cold
2013-07-01,TWENTYNINE PALMS,16.31,-116.0369,34.1281,47.2,32.2,Strong Hot
2013-09-04,NEW MEADOWS RS,10.23,-116.2933,44.9714,26.7,11.1,Weak Hot
2013-10-22,ROCKFORD GTR ROCKFORD AP,-12.79,-89.0931,42.1928,3.9,-3.2,Weak Cold
2013-10-25,MILFORD 4 NW,-10.02,-95.1842,43.3828,6.1,-6.7,Weak Cold
2013-07-03,CORINNA,-9.3,-69.2417,44.9197,17.2,13.3,Weak Cold
2013-09-08,TRENTON DAM,14.29,-101.0611,40.1739,41.1,17.2,Weak Hot
2013-05-25,VALMORA,8.44,-104.9244,35.8167,28.3,11.7,Weak Hot
2013-04-30,PEORIA GTR PEORIA AP,12.38,-89.6839,40.6675,29.4,15.6,Weak Hot
2013-11-28,MILWAUKEE MT MARY CLG,-10.84,-88.0294,43.0719,-2.2,-11.1,Weak Cold
2013-11-28,WISTER 3S,-12.22,-94.7039,34.9417,10.0,-7.8,Weak Cold
2013-03-20,WISCONSIN DELLS,-12.63,-89.7667,43.6089,-6.7,-17.8,Weak Cold
2013-08-17,COLUMBIA UNIV OF SC,-11.74,-81.0167,33.9831,21.7,17.2,Weak Cold
2013-12-09,IDAHO FALLS FANNING FLD,-17.38,-112.0672,43.5164,-14.3,-28.2,Weak Cold
2013-09-05,MARTIN,11.63,-101.7386,43.1803,36.7,16.7,Weak Hot
2013-03-24,LEROY 9 WSW,-17.0,-103.0822,40.4897,-6.1,-15.0,Weak Cold
2013-07-19,ELLSWORTH 1 E,7.87,-92.4586,44.7303,32.8,23.3,Weak Hot
2013-05-04,PAWNEE CITY,-13.74,-96.1558,40.1217,10.6,0.0,Weak Cold
2013-05-04,REDWOOD FALLS MUNI AP,-15.86,-95.0803,44.5483,5.6,1.1,Weak Cold
2013-03-16,CULBERTSON,16.11,-100.8292,40.2333,28.3,2.2,Weak Hot
2013-07-17,DUMAS,-20.05,-101.9725,35.8731,21.7,10.0,Strong Cold
2013-02-19,SANTA ANA FIRE STN,-8.25,-117.8667,33.7442,12.8,10.6,Weak Cold
2013-07-22,SAN LUIS OBISPO POLY U,4.02,-120.6619,35.3056,28.3,15.6,Weak Hot
2013-09-13,ANDERSON DAM,8.16,-115.4522,43.3572,30.0,16.7,Weak Hot
2013-10-03,JEFFERSON CITY WTP,11.5,-92.1825,38.5853,28.3,18.3,Weak Hot
2013-12-07,RED RIVER,-10.83,-105.4164,36.71,-7.8,-16.7,Weak Cold
2013-09-07,LONG PRAIRIE,9.62,-94.8892,45.9647,31.1,17.8,Weak Hot
2013-12-17,HOUGHTON LAKE 6 WSW,-14.36,-84.8922,44.3119,-7.8,-23.3,Weak Cold
2013-08-18,CLAYTON WTP,-8.34,-78.4633,35.6408,22.8,18.3,Weak Cold
2013-01-28,COLLINS,11.9,-89.5572,31.6419,26.7,8.9,Weak Hot
2013-11-01,SELINSGROVE 2 S,12.11,-76.8617,40.7831,18.9,12.2,Weak Hot
2013-08-30,ATWOOD,8.59,-101.0422,39.7997,40.6,17.2,Weak Hot
2013-09-10,LITCHFIELD,9.96,-94.5347,45.1278,32.2,16.7,Weak Hot
2013-06-30,WILLIAMSBURG 2 N,6.59,-76.7039,37.3017,31.1,23.9,Weak Hot
2013-10-29,CONCORD MUNI AP,-10.15,-71.5011,43.1953,8.9,-8.2,Weak Cold
2013-08-25,MAYVILLE,7.75,-97.3514,47.4989,33.3,20.6,Weak Hot
2013-09-14,PAUL 1ENE,8.62,-113.7622,42.6283,21.7,14.4,Weak Hot
2013-01-13,ALTON,-30.82,-112.4819,37.4403,-12.8,-22.2,Strong Cold
2013-06-02,LONG PRAIRIE,-11.03,-94.8892,45.9647,13.9,3.3,Weak Cold
2013-02-20,CAMPO,-10.16,-116.4728,32.6233,7.2,-2.7,Weak Cold
2013-07-28,WINDOM,-19.79,-95.1167,43.8575,19.4,6.7,Strong Cold
2013-05-02,FORMAN 5 SSE,-10.6,-97.595,46.0333,8.3,-3.9,Weak Cold
2013-02-17,ARROWROCK DAM,9.45,-115.9236,43.5936,14.4,-3.3,Weak Hot
2013-05-05,PRADE RCH,-12.57,-99.7908,29.9167,26.7,2.8,Weak Cold
2013-12-08,AUSTIN #2,-14.54,-117.0675,39.4931,-8.9,-16.7,Weak Cold
2013-06-03,ANTHONY,-7.47,-98.0283,37.155,22.8,10.6,Weak Cold
2013-04-17,EPHRATA MUNI AP,-8.03,-119.5153,47.3078,14.4,-4.3,Weak Cold
2013-05-15,ATLANTIC 1 NE,13.36,-95.0039,41.4175,36.1,11.1,Weak Hot
2013-09-12,WARDENSVILLE RM FARM,8.84,-78.5811,39.1139,34.4,8.3,Weak Hot
2013-09-03,PALMDALE AP,9.56,-118.0836,34.6294,36.1,23.3,Weak Hot
2013-04-17,DENTON 2 SE,9.64,-97.105,33.1992,30.0,21.7,Weak Hot
2013-12-05,BROOKHAVEN CITY,15.4,-90.4581,31.5447,25.0,18.9,Weak Hot
2013-05-03,LEOTI,-27.36,-101.3658,38.4794,9.4,-4.4,Strong Cold
2013-05-05,BENT CREEK,-14.09,-82.5967,35.5044,10.0,7.2,Weak Cold
2013-12-09,ALTENBERN,-9.77,-108.3794,39.5008,-6.7,-22.8,Weak Cold
2013-10-03,GUTHRIE CTR,11.67,-94.4972,41.6686,29.4,12.8,Weak Hot
2013-08-14,ROCKFORD 3 ESE,-7.97,-86.1758,32.8711,23.3,21.1,Weak Cold
2013-05-12,BEND,12.22,-121.285,44.0569,30.6,8.9,Weak Hot
2013-05-04,MENOMONIE,-19.87,-91.9364,44.8742,1.7,-1.1,Weak Cold
2013-09-28,BISHOP AP,-8.74,-118.3581,37.3711,25.6,-0.5,Weak Cold
2013-09-04,HUNGRY HORSE DAM,7.7,-114.0217,48.3425,21.1,13.3,Weak Hot
2013-07-15,COLLEGE OBSY,5.91,-147.8483,64.8603,30.6,16.1,Weak Hot
2013-05-31,GREENEVILLE EXP STN,8.03,-82.8436,36.1056,29.4,18.3,Weak Hot
2013-08-01,LOS ANGELES DWTN USC CAMPUS,-5.85,-118.2353,34.0511,23.3,16.7,Weak Cold
2013-10-08,GREENPORT PWR HOUSE,8.09,-72.3731,41.1019,25.6,13.9,Weak Hot
2013-10-03,SANTUCK,7.41,-81.5206,34.635,30.0,16.1,Weak Hot
2013-04-01,ENDERLIN 2W,-12.81,-97.6383,46.6167,-0.6,-13.3,Weak Cold
2013-04-30,FLAGSTAFF PULLIAM AP,7.04,-111.6664,35.1442,23.3,4.4,Weak Hot
2013-10-03,MIDLAND ODESSA,18.32,-102.1889,31.9433,34.4,20.0,Strong Hot
2013-01-14,GANADO,-29.5,-109.5661,35.7164,-9.4,-25.0,Strong Cold
2013-11-29,CONFLUENCE 1 SW DAM,-13.92,-79.3664,39.7994,-2.8,-6.7,Weak Cold
2013-12-24,GRINNELL 3 SW,-19.46,-92.7489,41.7203,-6.1,-29.4,Weak Cold
2013-05-04,FLATONIA 4SE,-20.65,-97.0644,29.6339,20.6,7.2,Strong Cold
2013-04-29,CEDARTOWN,10.03,-85.2339,34.0589,25.6,18.3,Weak Hot
2013-05-06,NORTH WILKESBORO,-12.94,-81.1494,36.1631,12.2,8.3,Weak Cold
2013-04-11,BYERS 5 ENE,-30.56,-104.1275,39.7403,-0.6,-13.3,Strong Cold
2013-05-12,FT HALL 1 NNE,10.2,-112.4133,43.0428,30.0,5.0,Weak Hot
2013-05-03,BELLEVUE L&D 12,-12.93,-90.423,42.2611,8.9,3.3,Weak Cold
2013-11-23,SUMMER LAKE 1 S,-10.4,-120.7897,42.9592,8.3,-12.2,Weak Cold
2013-04-17,JENNINGS,7.96,-92.6642,30.2003,28.3,22.2,Weak Hot
2013-03-04,NATCHEZ,-12.43,-91.3408,31.5889,11.1,-3.9,Weak Cold
2013-11-13,U C L A,11.12,-118.4428,34.0697,32.8,19.4,Weak Hot
2013-07-19,PATUXENT RIVER NAS,4.37,-76.4167,38.3,35.0,25.6,Weak Hot
2013-05-28,GATE,22.89,-100.0569,36.85,39.4,21.7,Strong Hot
2013-02-10,LITTLE PORT WALTER,5.53,-134.6497,56.3831,7.2,4.4,Weak Hot
2013-01-25,SUGARLOAF RSVR,14.03,-106.3714,39.2494,4.4,-2.2,Weak Hot
2013-05-24,KAHULUI AP,6.36,-156.4286,20.8997,32.2,22.8,Strong Hot
2013-12-09,OPELIKA,10.32,-85.4492,32.6592,25.0,6.7,Weak Hot
2013-01-15,JENSEN,-15.09,-109.3464,40.3611,-16.7,-30.6,Weak Cold
2013-04-02,INDIANAPOLIS,-10.15,-86.2803,39.7075,7.2,-4.3,Weak Cold
2013-04-05,DALE ENTERPRISE,-9.81,-78.9353,38.4547,6.7,-5.6,Weak Cold
2013-09-24,COTTAGE GROVE 2E,-9.99,-123.0275,43.7917,15.0,8.3,Weak Cold
2013-05-01,MOBRIDGE 2NNW,-9.0,-100.4489,45.5656,10.6,-1.7,Weak Cold
2013-06-29,MINDEN,9.9,-119.7758,38.9547,37.8,12.8,Weak Hot
2013-01-12,ALLATOONA DAM 2,23.44,-84.73,34.165,22.8,12.2,Strong Hot
2013-08-01,PINNACLES NM,-7.8,-121.1822,36.4819,36.1,2.2,Weak Cold
2013-05-03,PARK RAPIDS MUNI AP,-10.26,-95.0678,46.9006,6.7,-4.9,Weak Cold
2013-01-13,SANTA MARIA PUBLIC AP,-7.32,-120.4486,34.8994,11.7,-3.3,Weak Cold
2013-06-04,FT ASSINNIBOINE,-16.94,-109.8014,48.4983,8.3,6.1,Weak Cold
2013-08-12,CULVER CITY,-4.82,-118.4139,34.005,22.8,12.2,Weak Cold
2013-03-15,DODGE CITY,14.19,-99.9683,37.7608,28.3,7.2,Weak Hot
2013-05-03,TYNDALL,-12.99,-97.8703,42.9919,12.8,-3.9,Weak Cold
2013-06-28,SACRAMENTO EXECUTIVE AP,9.3,-121.495,38.5069,40.0,18.3,Weak Hot
2013-08-07,RAYMOND BORDER STN,-11.61,-104.575,48.9975,16.7,7.2,Weak Cold
2013-09-02,TIMPANOGOS CAVE,9.4,-111.7075,40.4447,29.4,18.3,Weak Hot
2013-11-12,IDYLLWILD FIRE DEPT,8.03,-116.7067,33.7572,24.4,8.3,Weak Hot
2013-01-09,ROYAL PALM RS,8.43,-80.5936,25.3867,27.8,21.1,Weak Hot
2013-10-05,EDGARTOWN,7.17,-70.5181,41.3853,24.4,15.0,Weak Hot
2013-12-02,RICHMOND,15.76,-111.81,41.9064,10.0,7.2,Weak Hot
2013-07-23,PINSON,-8.88,-86.685,33.6906,23.3,20.6,Weak Cold
2013-11-23,ANTHONY,-15.53,-98.0283,37.155,-1.1,-5.6,Weak Cold
2013-05-02,FOLLETT,-11.54,-100.1369,36.4328,19.4,-0.6,Weak Cold
2013-10-06,MILLEDGEVILLE,7.17,-83.2497,33.0831,32.2,16.7,Weak Hot
2013-05-15,LONG PRAIRIE,13.07,-94.8892,45.9647,33.3,4.4,Weak Hot
2013-11-28,MAYO,-25.62,-83.1819,30.1064,10.0,-2.8,Strong Cold
2013-12-22,ELIZABETH CITY CGAS,28.94,-76.175,36.2606,25.6,18.3,Strong Hot
2013-07-16,WALKERTON 2 NW,6.13,-77.04,37.7433,35.0,25.6,Weak Hot
2013-05-12,STAYTON,10.78,-122.8142,44.7892,30.0,12.8,Weak Hot
2013-07-22,MTN LAKE,4.01,-81.5992,27.9378,34.4,26.1,Weak Hot
2013-11-30,PETOSKEY,-13.3,-84.9767,45.3725,-1.1,-13.3,Weak Cold
2013-12-09,ST JOSEPH ROSECRANS AP,-32.39,-94.9233,39.7736,-11.6,-22.1,Strong Cold
2013-01-14,MOOSE,-18.41,-110.7169,43.6536,-12.8,-35.6,Weak Cold
2013-01-10,RED LAKE FALLS,14.77,-96.2658,47.8881,5.0,-6.7,Weak Hot
2013-05-14,STATE COLLEGE,-12.0,-77.8672,40.7933,8.9,0.0,Weak Cold
2013-12-09,BURR OAK 1N,-13.49,-98.3036,39.8775,-8.3,-23.3,Weak Cold
2013-12-06,HOMER AP,8.4,-151.4908,59.6419,7.8,0.0,Weak Hot
2013-06-28,BROWNFIELD #2,13.88,-102.2681,33.1908,40.6,23.3,Strong Hot
2013-07-23,OLGA 2 SE,-5.67,-122.8064,48.6117,15.6,10.6,Weak Cold
2013-06-07,PAINESVILLE 4 NW,-10.59,-81.2956,41.7525,14.4,12.2,Weak Cold
2013-06-30,FALLON NAAS,11.56,-118.7167,39.4167,41.1,17.2,Weak Hot
2013-03-04,REDMOND ROBERTS FLD,-8.97,-121.1392,44.2558,12.2,-12.2,Weak Cold
2013-01-29,SEDAN,37.67,-96.1861,37.1317,23.9,14.4,Strong Hot
2013-09-12,TWIN BRIDGES,11.24,-112.3261,45.5472,25.6,13.3,Weak Hot
2013-07-04,CINCINNATI LUNKEN AP,-8.21,-84.4189,39.1033,22.2,20.0,Weak Cold
2013-12-05,ERIE INTL AP,14.45,-80.1825,42.08,17.8,0.6,Weak Hot
2013-05-03,HANCOCK EXP FARM,-14.96,-89.5358,44.1186,6.1,0.0,Weak Cold
2013-12-27,LEAD,12.41,-103.7714,44.3533,10.6,3.9,Weak Hot
2013-09-14,LIBBY 1 NE RS,11.42,-115.5392,48.4036,35.6,10.6,Weak Hot
2013-04-30,WILLCOX,7.71,-109.8369,32.2553,33.3,8.3,Weak Hot
2013-04-09,GILLETTE 4SE,-32.33,-105.4919,44.2644,-7.2,-12.8,Strong Cold
2013-02-03,MECCA FIRE STN,9.52,-116.0767,33.5714,27.2,15.6,Weak Hot
2013-10-28,WESTHAMPTN GABRESKI AP,-10.6,-72.6322,40.8436,15.6,-4.9,Weak Cold
2013-07-03,BATESVILLE LVSTK,-9.71,-91.7944,35.8306,26.7,10.6,Weak Cold
2013-08-31,BETTLES AP,-15.47,-151.5089,66.9161,10.0,-9.3,Weak Cold
2013-07-31,DENISON,-8.03,-95.3289,42.0364,21.1,15.0,Weak Cold
2013-11-21,HEADWORKS PORTLAND WTR,-6.94,-122.1547,45.4486,7.8,-2.8,Weak Cold
2013-08-30,SAULT STE MARIE SANDERSON FLD,7.68,-84.3572,46.4794,24.4,19.4,Weak Hot
2013-07-20,WARSAW 2 NW,4.71,-76.7769,37.9881,34.4,24.4,Weak Hot
2013-04-03,NORMAN 3SSE,-17.64,-97.4378,35.1808,5.6,3.9,Weak Cold
2013-04-29,CASTLE HOT SPRINGS,9.85,-112.3617,33.9825,36.7,17.8,Weak Hot
2013-07-02,MADRAS,8.0,-121.0011,44.6167,37.2,16.1,Weak Hot
2013-04-02,TUCUMCARI MUNI AP,-18.66,-103.6031,35.1822,4.4,1.1,Weak Cold
2013-06-27,RICHMOND,11.02,-111.81,41.9064,37.8,14.4,Weak Hot
2013-09-06,SUNDANCE,14.44,-104.3567,44.4122,32.2,21.1,Weak Hot
2013-05-05,WINTER,-12.99,-91.07,45.8833,5.6,-2.8,Weak Cold
2013-12-22,URBANA WWTP,25.86,-83.7822,40.0986,16.7,7.8,Strong Hot
2013-12-10,SCIPIO,-31.9,-112.1067,39.2453,-10.0,-28.3,Strong Cold
2013-12-03,PENSACOLA RGNL AP,8.12,-87.1869,30.4781,25.6,15.6,Weak Hot
2013-04-08,MCKINLEY PARK,-34.07,-148.9692,63.7175,-12.8,-26.7,Strong Cold
2013-01-13,PIOCHE,-25.45,-114.45,37.9344,-6.7,-17.8,Strong Cold
2013-04-03,HIRAM,-10.54,-81.0133,41.3072,2.8,-7.8,Weak Cold
2013-04-06,CAIRO 3N,-10.92,-89.1856,37.0422,21.7,-1.1,Weak Cold
2013-10-14,GLENVILLE,11.08,-80.8325,38.9339,22.8,15.6,Weak Hot
2013-12-09,DILLON 1 E,-12.74,-106.0353,39.6261,-12.8,-21.7,Weak Cold
2013-07-06,BATESVILLE LVSTK,-8.61,-91.7944,35.8306,27.8,11.7,Weak Cold
2013-04-16,DELTA,-12.96,-112.5858,39.3375,5.0,-2.8,Weak Cold
2013-11-15,KODIAK AP,13.61,-152.4856,57.7511,10.0,6.1,Strong Hot
2013-10-04,CHARLOTTE DOUGLAS AP,7.93,-80.9553,35.2236,30.0,16.1,Weak Hot
2013-05-04,CANTON,-17.93,-96.5917,43.3056,5.0,2.2,Weak Cold
2013-07-03,EDEN,-10.72,-99.8494,31.2208,30.0,10.0,Weak Cold
2013-07-04,STOCKTON METRO AP,15.12,-121.2258,37.8892,41.7,23.9,Strong Hot
2013-05-05,PINE BLUFF GRIDER FLD,-21.35,-91.9347,34.175,17.8,5.0,Strong Cold
2013-12-12,HART 3 WSW,-10.56,-86.4239,43.6747,-9.4,-13.3,Weak Cold
2013-05-30,KAHULUI AP,3.01,-156.4286,20.8997,32.2,19.4,Weak Hot
2013-05-25,HILL CITY MUNI AP,9.4,-99.8297,39.3756,33.9,18.9,Weak Hot
2013-07-10,ROOSEVELT 1 WNW,4.39,-111.1508,33.6731,40.0,28.3,Weak Hot
2013-05-05,ANDALUSIA 3 W,-31.21,-86.5225,31.3072,8.3,3.9,Strong Cold
2013-07-02,BENKELMAN,-8.59,-101.5325,40.0503,30.0,8.3,Weak Cold
2013-06-27,FAIRBANKS INTL AP,8.86,-147.8761,64.8039,28.3,18.9,Weak Hot
2013-04-19,MEDICINE CREEK DAM,-15.54,-100.2228,40.3761,1.7,-5.6,Weak Cold
2013-06-27,CORSICANA,5.57,-96.4867,32.1225,37.8,24.4,Weak Hot
2013-11-28,NESHAMINY FALLS,-11.61,-74.955,40.1358,2.2,-3.9,Weak Cold
2013-10-29,WATERTOWN INTL AP,-11.39,-76.0217,43.9922,6.7,-7.7,Weak Cold
